"","docPid","left_context","context","right_context","werkwoord","ge_prefix","persoon","zinstype","zinsdeelvolgorde","werkwoordsvolgorde","samengesteld_ww","modaal_hww","samentrekking","word","word_xml","starttag","punct","decennium","subgenre","auteur","datering","genre","titleWords","pid","titel","lokalisering","lokalisering_ruim","fictionalityLevel1"
"1397","INT_5004a7ff-78a6-4641-bb01-fe13a7834a00"," meer dan III eclipsen; dierste"," es leden",", dander twee sijn te comene","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","es leden","es leden",NA,NA,1470,"""philosophy / ethics"" ""secular""","""unknown""","""1460-1480""","""proza""","""Sidrac""","""INT_5004a7ff-78a6-4641-bb01-fe13a7834a00""","""Sidrac""","Brabant","zuid","""non-fiction"""
"1398","INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a",", dat by ouden tyden die"," leden waren"," enighe mannen plaghen te steruen","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden waren","<expan xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:tei=""http://www.tei-c.org/ns/1.0"" xmlns:ivdnt=""http://www.ivdnt.org/xslt/namespaces"" xmlns:egXML=""http://www.tei-c.org/ns/Examples"" xmlns:dump=""http://www.masereeuw.nl/xslt/dump-xml"" xmlns=""http://www.tei-c.org/ns/1.0"">leden</expan> <expan xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:tei=""http://www.tei-c.org/ns/1.0"" xmlns:ivdnt=""http://www.ivdnt.org/xslt/namespaces"" xmlns:egXML=""http://www.tei-c.org/ns/Examples"" xmlns:dump=""http://www.masereeuw.nl/xslt/dump-xml"" xmlns=""http://www.tei-c.org/ns/1.0"">waren</expan>",NA,NA,1460,"""artes"" ""secular"" ""travelogue""","""unknown""","""1462-1462""","""proza""","""Reis van Jan van Mandeville""","""INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a""","""Reis van Jan van Mandeville""","Holland","noord","""non-fiction"""
"1399","INT_c31cbc59-9125-45f7-a71f-a4425ecd56c3"," winter cout Ende als maerte"," leden was"," Woude die edel ridder ras","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1380,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1375-1400""","""vers""","""Borchgrave van Couchi""","""INT_c31cbc59-9125-45f7-a71f-a4425ecd56c3""","""Borchgrave van Couchi""","rest","onbekend","""fiction"""
"1400","INT_8fd79010-6644-4644-a200-c6e1f188af3f"," soe macse droefheit, mer alse"," leden is"," ende verwonnen soe geefse overvloedeghe","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden is","leden is",NA,NA,1350,"""religious"" ""theology / ethics""","""Hendrick Suso""","""1340-1360""","""proza""","""Horologium Aeternae Sapientiae""","""INT_8fd79010-6644-4644-a200-c6e1f188af3f""","""Horologium Aeternae Sapientiae""","Holland","noord","""non-fiction"""
"1401","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," hi dus doen soude, sint"," waren leden"," ccc jaer ende xli) ende","lijden","nee","3pl","hoofdzin","VS","PV-VD","nee","nee","nee","waren leden","<expan xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:tei=""http://www.tei-c.org/ns/1.0"" xmlns:ivdnt=""http://www.ivdnt.org/xslt/namespaces"" xmlns:egXML=""http://www.tei-c.org/ns/Examples"" xmlns:dump=""http://www.masereeuw.nl/xslt/dump-xml"" xmlns=""http://www.tei-c.org/ns/1.0"">waren</expan> <expan xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:tei=""http://www.tei-c.org/ns/1.0"" xmlns:ivdnt=""http://www.ivdnt.org/xslt/namespaces"" xmlns:egXML=""http://www.tei-c.org/ns/Examples"" xmlns:dump=""http://www.masereeuw.nl/xslt/dump-xml"" xmlns=""http://www.tei-c.org/ns/1.0"">leden</expan>",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"1402","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," priester Doe dat een wijl"," gheleden was."," doe begheerde hi van maria","lijden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gheleden was.","gheleden was.",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"1403","INT_44d81728-fe8f-45aa-a7f1-888e7adfd8e0"," seit inder ewangelien. Dinghen die"," geleden sijn"," duet hi ghehoeghen ende dinghen","lijden","ja","3pl","bijzin","SV","VD-PV","nee","nee","nee","geleden sijn","geleden sijn",NA,NA,1430,"""philosophy / ethics"" ""secular""","""Jan van Brederode""","""1437-1437""","""proza""","""Des coninx summe""","""INT_44d81728-fe8f-45aa-a7f1-888e7adfd8e0""","""Des coninx summe""","rest","onbekend","""non-fiction"""
"1404","INT_915f3a3b-6260-469a-9358-cd1a91487580",". Ende alse die .10. dach"," es leden"," entie orine es gedict. so","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es leden","es leden",NA,NA,1350,"""artes"" ""medicine"" ""secular""","""Jan Yperman""","""1351-1351""","""proza""","""Medicina""","""INT_915f3a3b-6260-469a-9358-cd1a91487580""","""Medicina""","rest","onbekend","""non-fiction"""
"1405","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," Want nu te nacht dier"," gheleden is"," Doe quam maria die hemelsche","lijden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gheleden is","gheleden is",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"1406","INT_4088d6a0-119a-42ac-93e4-f69925d8db89"," ende namen. Doe die winter"," leden was"," Ende men hadde dnuwe gras","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1440,"""history"" ""secular""","""Jan van Boendale""","""1435-1455""","""vers""","""Van den derden Eduwaert""","""INT_4088d6a0-119a-42ac-93e4-f69925d8db89""","""Van den derden Eduwaert""","rest","onbekend","""non-fiction"""
"1407","INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568"," harde pijn, Die ymmer moet"," gheleden sijn",". Als dese twee den mensch","lijden","ja","3sing","bijzin","SV","PV-VD","nee","ja","nee","gheleden sijn","gheleden sijn",NA,NA,1480,"""secular""","""Willem van Hildegaersberch""","""1470-1490""","""vers""","""Gedichten (Willem van Hildegaersberch)""","""INT_60a08b65-4eb3-4d07-a0a0-bd2e053a1568""","""Gedichten (Willem van Hildegaersberch)""","Holland","noord","""fiction"""
"1408","INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a"," die joden inder jare die"," leden sijn"," om al kerstenheit mede te","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden sijn","leden sijn",NA,NA,1460,"""artes"" ""secular"" ""travelogue""","""unknown""","""1462-1462""","""proza""","""Reis van Jan van Mandeville""","""INT_c7538082-b652-441c-9e8a-bcf61f8d5a7a""","""Reis van Jan van Mandeville""","Holland","noord","""non-fiction"""
"1409","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," doe si over die Jordane"," leden waren",", soe quamen si in Aroel","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden waren","leden waren",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"1410","INT_5004a7ff-78a6-4641-bb01-fe13a7834a00",". Ende alse de VIIm jare"," leden sijn"," soe saelt voert ane sijn","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden sijn","leden sijn",NA,NA,1470,"""philosophy / ethics"" ""secular""","""unknown""","""1460-1480""","""proza""","""Sidrac""","""INT_5004a7ff-78a6-4641-bb01-fe13a7834a00""","""Sidrac""","Brabant","zuid","""non-fiction"""
"1411","INT_aefb3a26-5702-499c-a0a5-2b785819fc2b"," voete Als wi die zee"," leden waren"," Al there dat na ons","lijden","nee","1pl","bijzin","SV","VD-PV","nee","nee","nee","leden waren","leden waren",NA,NA,1430,"""epic"" ""religious""","""unknown""","""1438-1438""","""vers""","""Vanden levene ons heren""","""INT_aefb3a26-5702-499c-a0a5-2b785819fc2b""","""Vanden levene ons heren""","rest","zuid","""non-fiction"""
"1412","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," als spelthanen. Ende doe hi"," leden was"," dendden van Assirien, soe quam","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"1413","INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1"," tijt is comen / den tijt"," is leden"," Och niet so edel als","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","is leden","is leden",NA,NA,1530,"""secular"" ""song"" ""stanzaic""","""not applicable""","""1539-1539""","""vers""","""Devoot ende profitelyck boecxken""","""INT_f853d609-fb5b-45ef-9601-ef8a27ede1c1""","""Devoot ende profitelyck boecxken""","Brabant","zuid","""fiction"""
"1414","INT_8fd79010-6644-4644-a200-c6e1f188af3f"," dach die ghisteren was ende"," leden is",". Alle dat hemelsche heer, dat","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden is","leden is",NA,NA,1350,"""religious"" ""theology / ethics""","""Hendrick Suso""","""1340-1360""","""proza""","""Horologium Aeternae Sapientiae""","""INT_8fd79010-6644-4644-a200-c6e1f188af3f""","""Horologium Aeternae Sapientiae""","Holland","noord","""non-fiction"""
"1415","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," .xxx. Alse [dese] dinc dus"," was leden",", So es die keyser vortgereden","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was leden","was leden",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"1416","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," .xxviii. Alse dus die keyser"," es leden"," Den pas te Grosset onbestreden","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","es leden","es leden",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"1417","INT_8fd79010-6644-4644-a200-c6e1f188af3f"," van uwen zwaren geesselen die"," leden siin",", daer ghi mi mede tot","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden siin","leden siin",NA,NA,1350,"""religious"" ""theology / ethics""","""Hendrick Suso""","""1340-1360""","""proza""","""Horologium Aeternae Sapientiae""","""INT_8fd79010-6644-4644-a200-c6e1f188af3f""","""Horologium Aeternae Sapientiae""","Holland","noord","""non-fiction"""
"1418","INT_b94d9aaf-105c-45f3-ad2b-2ab854ef880a"," begonnen Tote dat die heyte"," leden ware",". Si ontbreidelden hare perde dare","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden ware","leden ware",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Roman van Lancelot, Haagse codex""","""INT_b94d9aaf-105c-45f3-ad2b-2ab854ef880a""","""Roman van Lancelot, Haagse codex""","Vlaanderen","zuid","""fiction"""
"1419","INT_d3a53600-7b21-4aa8-9aad-f424fa5bbdf0"," in u, want die duusternissen"," sijn gheleden"," ende dat warachtige licht lichtet","lijden","ja","3pl","hoofdzin","SV","PV-VD","nee","nee","nee","sijn gheleden","sijn gheleden",NA,NA,1390,"""biblical texts"" ""religious""","""Johannes Scutken""","""1399-1399""","""proza""","""Nieuwe Testament (Nndl. vert.)""","""INT_d3a53600-7b21-4aa8-9aad-f424fa5bbdf0""","""Nieuwe Testament (Nndl. vert.)""","Holland","noord","""non-fiction"""
"1420","INT_d7790fa5-6d65-492a-887b-8ca24f29344a"," scoenheit. Ende doe vele daghe"," leden waren"," ende hi daer woende, soe","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden waren","leden waren",NA,NA,1440,"""biblical texts"" ""religious""","""Bijbelvertaler van 1360""","""1435-1455""","""proza""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","""INT_d7790fa5-6d65-492a-887b-8ca24f29344a""","""Bijbelvertaling van 1360, Oude Testament, Zuidnederlandse Historiebijbel, Eerste Historiebijbel""","rest","onbekend","""non-fiction"""
"1421","INT_729b1b49-b3fc-4e81-8ace-c70d15b1a22a"," outheit der tijt soe verre"," gheleden is"," dat sij menen alle van","lijden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gheleden is","gheleden is",NA,NA,1480,"""philosophy / ethics"" ""secular""","""Dirc Potter""","""1475-1495""","""proza""","""Blome der doechden""","""INT_729b1b49-b3fc-4e81-8ace-c70d15b1a22a""","""Blome der doechden""","Holland","noord","""non-fiction"""
"1422","INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6"," Joseph van Aramatijen. XXXVI. Alse"," leden was"," die Saterdach Dat Joseph inden","lijden","nee","3sing","bijzin","VS","VD-PV","nee","nee","nee","leden was","leden was",NA,NA,1310,"""history"" ""secular""","""Jacob van Maerlant""","""1300-1325""","""vers""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","""INT_3ec664dd-3760-4398-b26c-7dbad70eb5f6""","""Spiegel historiael (eerste partie / derde partie / vierde partie [aandeel Maerlant])""","Vlaanderen","zuid","""non-fiction"""
"1423","INT_95fc0418-cda0-42b7-a09a-77bfed40078c"," Ende als omtrent een ure"," gheleden was"," so stont die maget op","lijden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gheleden was","gheleden was",NA,NA,1490,"""legend"" ""religious""","""unknown""","""1479-1517""","""proza""","""Onser liever vrouwen miraculen""","""INT_95fc0418-cda0-42b7-a09a-77bfed40078c""","""Onser liever vrouwen miraculen""","rest","onbekend","""fiction"""
"1424","INT_9fc3e35e-6623-40ea-a25f-8e4ce970f02a",", Ende dat des couts vernoilicheit"," Leden es",", als die moet rumen, Ende","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","Leden es","Leden es",NA,NA,1370,"""secular""","""not applicable""","""1350-1400""","""vers""","""Gruuthuse-handschrift (allegorische gedichten)""","""INT_9fc3e35e-6623-40ea-a25f-8e4ce970f02a""","""Gruuthuse-handschrift (allegorische gedichten)""","Vlaanderen","zuid","""fiction"""
"1425","INT_2464880c-e883-44a5-9667-e882fc260c01"," hen nergens en messchiede. Doen"," leden waren"," al die liede, Die Brabantre","lijden","nee","3pl","bijzin","VS","VD-PV","nee","nee","nee","leden waren","leden waren",NA,NA,1430,"""history"" ""secular""","""unknown""","""1432-1432""","""vers""","""Brabantsche yeesten (boek 6)""","""INT_2464880c-e883-44a5-9667-e882fc260c01""","""Brabantsche yeesten (boek 6)""","rest","onbekend","""non-fiction"""
"1426","INT_86516127-0d9d-4666-b1b7-5964d5867506"," riddre goet. Doen die vrouwen"," waren leden",", Quamen achter hem gereden Een","lijden","nee","3pl","bijzin","SV","PV-VD","nee","nee","nee","waren leden","waren leden",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Heinriic""","""1340-1360""","""vers""","""Roman van Limborch""","""INT_86516127-0d9d-4666-b1b7-5964d5867506""","""Roman van Limborch""","rest","zuid","""fiction"""
"1427","INT_3e1ef9a3-dcdb-4e05-afeb-cba75312ba4d"," den camp ontfinc Ende alse"," leden es"," die dinc So laet striden","lijden","nee","3sing","bijzin","VS","VD-PV","nee","nee","nee","leden es","leden es",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1340-1360""","""vers""","""Roman der Lorreinen, fragment Giessen""","""INT_3e1ef9a3-dcdb-4e05-afeb-cba75312ba4d""","""Roman der Lorreinen, fragment Giessen""","rest","onbekend","""fiction"""
"1428","INT_33aca54e-d41a-4b40-ae00-c7f9e465f208"," daernare. Ende doe dese dinge"," geleden waren",", So sende die hertoge oec","lijden","ja","3pl","bijzin","SV","VD-PV","nee","nee","nee","geleden waren","geleden waren",NA,NA,1420,"""chivalric romance"" ""epic"" ""secular""","""Jacob van Maerlant""","""1415-1435""","""vers""","""Historie van den grale""","""INT_33aca54e-d41a-4b40-ae00-c7f9e465f208""","""Historie van den grale""","Vlaanderen","zuid","""fiction"""
"1429","INT_86516127-0d9d-4666-b1b7-5964d5867506"," vraghe, her ridder vri: Het"," es leden"," .V. jaer Ende oec meer","lijden","nee","3sing","hoofdzin","SV","PV-VD","nee","nee","nee","es leden","es leden",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""Heinriic""","""1340-1360""","""vers""","""Roman van Limborch""","""INT_86516127-0d9d-4666-b1b7-5964d5867506""","""Roman van Limborch""","rest","zuid","""fiction"""
"1430","INT_b44198eb-5a2f-466e-baaa-08ba058b65a1"," openbaer. Ende alse dit daer"," was leden"," Quamen daer drie ander ridders","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was leden","was leden",NA,NA,1320,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1300-1350""","""vers""","""Roman van Perchevael""","""INT_b44198eb-5a2f-466e-baaa-08ba058b65a1""","""Roman van Perchevael""","Vlaanderen","zuid","""fiction"""
"1431","INT_bd73fecb-863f-4e6d-995c-0fade0e99bf3"," sijn Die heren die hier"," leden sijn"," Hets die coninc ende sine","lijden","nee","3pl","bijzin","SV","VD-PV","nee","nee","nee","leden sijn","leden sijn",NA,NA,1350,"""chivalric romance"" ""epic"" ""secular""","""unknown""","""1340-1360""","""vers""","""Ferguut""","""INT_bd73fecb-863f-4e6d-995c-0fade0e99bf3""","""Ferguut""","rest","onbekend","""fiction"""
"1432","INT_f2340200-ec1b-4f6f-a29d-c46eed3becf2"," wi nu begaen, dat si"," leden es",". Maer si moesten dit doen","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden es","leden es",NA,NA,1390,"""religious"" ""theology / ethics""","""Jan van Ruusbroec""","""1380-1400""","""proza""","""Vanden gheesteliken tabernakel""","""INT_f2340200-ec1b-4f6f-a29d-c46eed3becf2""","""Vanden gheesteliken tabernakel""","rest","onbekend","""non-fiction"""
"1433","INT_2926ed90-08a4-4618-b8c3-04db5420f3ed"," xxv. Doen dese strijt aldus"," was leden",", So es die coninc om","lijden","nee","3sing","bijzin","SV","PV-VD","nee","nee","nee","was leden","was leden",NA,NA,1320,"""history"" ""secular""","""Lodewijk van Velthem""","""1315-1335""","""vers""","""Spiegel historiael (vijfde partie)""","""INT_2926ed90-08a4-4618-b8c3-04db5420f3ed""","""Spiegel historiael (vijfde partie)""","Brabant","zuid","""non-fiction"""
"1434","INT_ff08b80d-0082-46d6-9c3c-bb8061f2b1df"," u bewisen. Als den dach"," gheleden was"," ende den tijt vanden avontmael","lijden","ja","3sing","bijzin","SV","VD-PV","nee","nee","nee","gheleden was","gheleden was",NA,NA,1500,"""chapbook"" ""philosophy / ethics"" ""secular""","""unknown""","""1501-1501""","""proza""","""Salomon ende Marcolphus""","""INT_ff08b80d-0082-46d6-9c3c-bb8061f2b1df""","""Salomon ende Marcolphus""","Brabant","zuid","""fiction"""
"1435","INT_8fd79010-6644-4644-a200-c6e1f188af3f"," lopende riviere, daer men alst"," leden is"," noch teeken noch voetspoere af","lijden","nee","3sing","bijzin","SV","VD-PV","nee","nee","nee","leden is","leden is",NA,NA,1350,"""religious"" ""theology / ethics""","""Hendrick Suso""","""1340-1360""","""proza""","""Horologium Aeternae Sapientiae""","""INT_8fd79010-6644-4644-a200-c6e1f188af3f""","""Horologium Aeternae Sapientiae""","Holland","noord","""non-fiction"""
